SeqName	EPI_ISL	IsolateName	CollectionDate	Country	State	Place	decDate
Mexico|YUC_IBT_IMSS_1566|EPI_ISL_2681106|B.1.1.519|2021-06-01	EPI_ISL_2681106	YUC_IBT_IMSS_1566	2021-06-01	North America	Mexico	Yucatan	2021.41369863014
Mexico|TAB_IBT_IMSS_1672|EPI_ISL_2681115|B.1.1.519|2021-05-31	EPI_ISL_2681115	TAB_IBT_IMSS_1672	2021-05-31	North America	Mexico	Tabasco	2021.41095890411
Mexico|MEX_IBT_IMSS_1550|EPI_ISL_2681134|B.1.1.519|2021-05-25	EPI_ISL_2681134	MEX_IBT_IMSS_1550	2021-05-25	North America	Mexico	State of Mexico	2021.39452054795
Mexico|PUE_IBT_IMSS_1520|EPI_ISL_2681143|B.1.1.519|2021-05-21	EPI_ISL_2681143	PUE_IBT_IMSS_1520	2021-05-21	North America	Mexico	Puebla	2021.38356164384
Mexico|VER_IBT_IMSS_1562|EPI_ISL_2681145|B.1.1.519|2021-05-26	EPI_ISL_2681145	VER_IBT_IMSS_1562	2021-05-26	North America	Mexico	Veracruz	2021.39726027397
Mexico|MEX_IBT_IMSS_1669|EPI_ISL_2681148|B.1.1.519|2021-06-02	EPI_ISL_2681148	MEX_IBT_IMSS_1669	2021-06-02	North America	Mexico	State of Mexico	2021.41643835616
Mexico|MEX_IBT_IMSS_1690|EPI_ISL_2681159|B.1.1.519|2021-06-03	EPI_ISL_2681159	MEX_IBT_IMSS_1690	2021-06-03	North America	Mexico	State of Mexico	2021.41917808219
Mexico|OAX_IBT_IMSS_1560|EPI_ISL_2681168|B.1.1.519|2021-05-25	EPI_ISL_2681168	OAX_IBT_IMSS_1560	2021-05-25	North America	Mexico	Oaxaca	2021.39452054795
Mexico|MOR_IBT_IMSS_1649|EPI_ISL_2681183|B.1.1.519|2021-05-28	EPI_ISL_2681183	MOR_IBT_IMSS_1649	2021-05-28	North America	Mexico	Morelos	2021.40273972603
Mexico|ZAC_IBT_IMSS_1458|EPI_ISL_2681207|B.1.1.519|2021-05-24	EPI_ISL_2681207	ZAC_IBT_IMSS_1458	2021-05-24	North America	Mexico	Zacatecas	2021.39178082192
Mexico|PUE_IBT_IMSS_1505|EPI_ISL_2681294|B.1.1.519|2021-05-18	EPI_ISL_2681294	PUE_IBT_IMSS_1505	2021-05-18	North America	Mexico	Puebla	2021.37534246575
Mexico|CMX_IBT_IMSS_1684|EPI_ISL_2681222|B.1.1.519|2021-06-03	EPI_ISL_2681222	CMX_IBT_IMSS_1684	2021-06-03	North America	Mexico	Mexico City	2021.41917808219
Mexico|ZAC_IBT_IMSS_1468|EPI_ISL_2681234|B.1.1.519|2021-05-26	EPI_ISL_2681234	ZAC_IBT_IMSS_1468	2021-05-26	North America	Mexico	Zacatecas	2021.39726027397
Mexico|MEX_IBT_IMSS_1603|EPI_ISL_2681250|B.1.1.519|2021-05-27	EPI_ISL_2681250	MEX_IBT_IMSS_1603	2021-05-27	North America	Mexico	State of Mexico	2021.4
Mexico|MEX_IBT_IMSS_1634|EPI_ISL_2681255|B.1.1.519|2021-05-28	EPI_ISL_2681255	MEX_IBT_IMSS_1634	2021-05-28	North America	Mexico	State of Mexico	2021.40273972603
Mexico|CMX_IBT_IMSS_1626|EPI_ISL_2681262|B.1.1.519|2021-05-28	EPI_ISL_2681262	CMX_IBT_IMSS_1626	2021-05-28	North America	Mexico	Mexico City	2021.40273972603
Mexico|VER_IBT_IMSS_1559|EPI_ISL_2681270|B.1.1.519|2021-05-25	EPI_ISL_2681270	VER_IBT_IMSS_1559	2021-05-25	North America	Mexico	Veracruz	2021.39452054795
Mexico|ZAC_IBT_IMSS_1495|EPI_ISL_2681272|B.1.1.519|2021-06-04	EPI_ISL_2681272	ZAC_IBT_IMSS_1495	2021-06-04	North America	Mexico	Zacatecas	2021.42191780822
Mexico|PUE_IBT_IMSS_1575|EPI_ISL_2681299|B.1.1.519|2021-05-26	EPI_ISL_2681299	PUE_IBT_IMSS_1575	2021-05-26	North America	Mexico	Puebla	2021.39726027397
Mexico|CMX_IBT_IMSS_1531|EPI_ISL_2681301|B.1.1.519|2021-05-25	EPI_ISL_2681301	CMX_IBT_IMSS_1531	2021-05-25	North America	Mexico	Mexico City	2021.39452054795
Mexico|CMX_IBT_IMSS_1501|EPI_ISL_2681307|B.1.1.519|2021-05-18	EPI_ISL_2681307	CMX_IBT_IMSS_1501	2021-05-18	North America	Mexico	Mexico City	2021.37534246575
Mexico|YUC_IBT_IMSS_1741|EPI_ISL_2681311|B.1.1.519|2021-06-03	EPI_ISL_2681311	YUC_IBT_IMSS_1741	2021-06-03	North America	Mexico	Yucatan	2021.41917808219
Mexico|MOR_IBT_IMSS_1620|EPI_ISL_2681312|B.1.1.519|2021-05-29	EPI_ISL_2681312	MOR_IBT_IMSS_1620	2021-05-29	North America	Mexico	Morelos	2021.40547945205
Mexico|ZAC_IBT_IMSS_1484|EPI_ISL_2681315|B.1.1.519|2021-06-02	EPI_ISL_2681315	ZAC_IBT_IMSS_1484	2021-06-02	North America	Mexico	Zacatecas	2021.41643835616
Mexico|CMX_IBT_IMSS_1498|EPI_ISL_2681330|B.1.1.519|2021-05-17	EPI_ISL_2681330	CMX_IBT_IMSS_1498	2021-05-17	North America	Mexico	Mexico City	2021.37260273973
Mexico|DUR_IBT_IMSS_1428|EPI_ISL_2681336|B.1.1.519|2021-06-01	EPI_ISL_2681336	DUR_IBT_IMSS_1428	2021-06-01	North America	Mexico	Durango	2021.41369863014
Mexico|YUC_IBT_IMSS_1747|EPI_ISL_2681341|B.1.1.519|2021-06-03	EPI_ISL_2681341	YUC_IBT_IMSS_1747	2021-06-03	North America	Mexico	Yucatan	2021.41917808219
Mexico|MEX_IBT_IMSS_1600|EPI_ISL_2681343|B.1.1.519|2021-05-27	EPI_ISL_2681343	MEX_IBT_IMSS_1600	2021-05-27	North America	Mexico	State of Mexico	2021.4
Mexico|SLP_IBT_IMSS_1479|EPI_ISL_2681349|B.1.1.519|2021-05-28	EPI_ISL_2681349	SLP_IBT_IMSS_1479	2021-05-28	North America	Mexico	San Luis Potosi	2021.40273972603
Mexico|ROO_IBT_IMSS_10294-NC|EPI_ISL_2681368|B.1.1.519|2021-06-02	EPI_ISL_2681368	ROO_IBT_IMSS_10294-NC	2021-06-02	North America	Mexico	Quintana Roo	2021.41643835616
Mexico|CAM_IBT_IMSS_10140-NC|EPI_ISL_2681372|B.1.1.519|2021-05-30	EPI_ISL_2681372	CAM_IBT_IMSS_10140-NC	2021-05-30	North America	Mexico	Campeche	2021.40821917808
Mexico|YUC_IBT_IMSS_10091-NC|EPI_ISL_2681378|B.1.1.519|2021-06-01	EPI_ISL_2681378	YUC_IBT_IMSS_10091-NC	2021-06-01	North America	Mexico	Yucatan	2021.41369863014
USA|CO-CDPHE-2101182730|EPI_ISL_2550362|B.1.1.519|2021-05-23	EPI_ISL_2550362	CO-CDPHE-2101182730	2021-05-23	North America	USA	Colorado	2021.38904109589
Mexico|MEX-INMEGEN-05-05-121|EPI_ISL_2550745|B.1.1.519|2021-05-21	EPI_ISL_2550745	MEX-INMEGEN-05-05-121	2021-05-21	North America	Mexico	State of Mexico	2021.38356164384
USA|WY-WYPHL-21038159|EPI_ISL_2551167|B.1.1.519|2021-05-29	EPI_ISL_2551167	WY-WYPHL-21038159	2021-05-29	North America	USA	Wyoming	2021.40547945205
USA|CA-PROV-986|EPI_ISL_2551251|B.1.1.519|2021-02-01	EPI_ISL_2551251	CA-PROV-986	2021-02-01	North America	USA	California	2021.08493150685
USA|OR-PROV-1223|EPI_ISL_2551355|B.1.1.519|2021-03-08	EPI_ISL_2551355	OR-PROV-1223	2021-03-08	North America	USA	Oregon	2021.18082191781
USA|WI-WSLH-215267|EPI_ISL_2558460|B.1.1.519|2021-05-11	EPI_ISL_2558460	WI-WSLH-215267	2021-05-11	North America	USA	Wisconsin	2021.35616438356
Mexico|JAL-InDRE_FB14893_S2951|EPI_ISL_2559261|B.1.1.519|2021-05-05	EPI_ISL_2559261	JAL-InDRE_FB14893_S2951	2021-05-05	North America	Mexico	Jalisco	2021.3397260274
Mexico|CHH-InDRE_FB14900_S2953|EPI_ISL_2559265|B.1.1.519|2021-05-03	EPI_ISL_2559265	CHH-InDRE_FB14900_S2953	2021-05-03	North America	Mexico	Chihuahua	2021.33424657534
Mexico|CHH-InDRE_FB14902_S2954|EPI_ISL_2559267|B.1.1.519|2021-05-03	EPI_ISL_2559267	CHH-InDRE_FB14902_S2954	2021-05-03	North America	Mexico	Chihuahua	2021.33424657534
Mexico|VER-InDRE_FB14934_S2960|EPI_ISL_2559279|B.1.1.519|2021-04-30	EPI_ISL_2559279	VER-InDRE_FB14934_S2960	2021-04-30	North America	Mexico	Veracruz	2021.32602739726
Mexico|TAM-InDRE_FB14942_S2961|EPI_ISL_2559281|B.1.1.519|2021-04-30	EPI_ISL_2559281	TAM-InDRE_FB14942_S2961	2021-04-30	North America	Mexico	Tamaulipas	2021.32602739726
Mexico|QUE-InDRE_FB15705_S2964|EPI_ISL_2559287|B.1.1.519|2021-05-02	EPI_ISL_2559287	QUE-InDRE_FB15705_S2964	2021-05-02	North America	Mexico	Queretaro	2021.33150684932
Mexico|QUE-InDRE_FB15707_S2966|EPI_ISL_2559291|B.1.1.519|2021-05-02	EPI_ISL_2559291	QUE-InDRE_FB15707_S2966	2021-05-02	North America	Mexico	Queretaro	2021.33150684932
Mexico|QUE-InDRE_FB15714_S2969|EPI_ISL_2559297|B.1.1.519|2021-05-03	EPI_ISL_2559297	QUE-InDRE_FB15714_S2969	2021-05-03	North America	Mexico	Queretaro	2021.33424657534
Mexico|QUE-InDRE_FB15717_S2971|EPI_ISL_2559302|B.1.1.519|2021-05-03	EPI_ISL_2559302	QUE-InDRE_FB15717_S2971	2021-05-03	North America	Mexico	Queretaro	2021.33424657534
Mexico|QUE-InDRE_FB15723_S2976|EPI_ISL_2559311|B.1.1.519|2021-05-03	EPI_ISL_2559311	QUE-InDRE_FB15723_S2976	2021-05-03	North America	Mexico	Queretaro	2021.33424657534
Mexico|QUE-InDRE_FB15741_S2981|EPI_ISL_2559321|B.1.1.519|2021-05-03	EPI_ISL_2559321	QUE-InDRE_FB15741_S2981	2021-05-03	North America	Mexico	Queretaro	2021.33424657534
Mexico|QUE-InDRE_FB15755_S2990|EPI_ISL_2559340|B.1.1.519|2021-05-04	EPI_ISL_2559340	QUE-InDRE_FB15755_S2990	2021-05-04	North America	Mexico	Queretaro	2021.33698630137
Mexico|QUE-InDRE_FB15768_S2994|EPI_ISL_2559347|B.1.1.519|2021-05-04	EPI_ISL_2559347	QUE-InDRE_FB15768_S2994	2021-05-04	North America	Mexico	Queretaro	2021.33698630137
Mexico|MOR-InDRE_FB16237_S2997|EPI_ISL_2559354|B.1.1.519|2021-05-21	EPI_ISL_2559354	MOR-InDRE_FB16237_S2997	2021-05-21	North America	Mexico	Morelos	2021.38356164384
Mexico|CHH-InDRE_FB16249_S2998|EPI_ISL_2559356|B.1.1.519|2021-05-14	EPI_ISL_2559356	CHH-InDRE_FB16249_S2998	2021-05-14	North America	Mexico	Chihuahua	2021.36438356164
Mexico|CHH-InDRE_FB16250_S2999|EPI_ISL_2559358|B.1.1.519|2021-05-18	EPI_ISL_2559358	CHH-InDRE_FB16250_S2999	2021-05-18	North America	Mexico	Chihuahua	2021.37534246575
Mexico|CAM-InDRE_FB16262_S3000|EPI_ISL_2559361|B.1.1.519|2021-05-22	EPI_ISL_2559361	CAM-InDRE_FB16262_S3000	2021-05-22	North America	Mexico	Campeche	2021.38630136986
Mexico|PUE-InDRE_FB16347_S3002|EPI_ISL_2559365|B.1.1.519|2021-05-20	EPI_ISL_2559365	PUE-InDRE_FB16347_S3002	2021-05-20	North America	Mexico	Puebla	2021.38082191781
Mexico|QUE-InDRE_FB16428_S3003|EPI_ISL_2559367|B.1.1.519|2021-05-24	EPI_ISL_2559367	QUE-InDRE_FB16428_S3003	2021-05-24	North America	Mexico	Queretaro	2021.39178082192
Mexico|QUE-InDRE_FB16429_S3004|EPI_ISL_2559369|B.1.1.519|2021-05-24	EPI_ISL_2559369	QUE-InDRE_FB16429_S3004	2021-05-24	North America	Mexico	Queretaro	2021.39178082192
Mexico|QUE-InDRE_FB16430_S3005|EPI_ISL_2559371|B.1.1.519|2021-05-24	EPI_ISL_2559371	QUE-InDRE_FB16430_S3005	2021-05-24	North America	Mexico	Queretaro	2021.39178082192
Mexico|VER-InDRE_FB16562_S3009|EPI_ISL_2559379|B.1.1.519|2021-05-25	EPI_ISL_2559379	VER-InDRE_FB16562_S3009	2021-05-25	North America	Mexico	Veracruz	2021.39452054795
Mexico|YUC-InDRE_FB16565_S3010|EPI_ISL_2559381|B.1.1.519|2021-05-14	EPI_ISL_2559381	YUC-InDRE_FB16565_S3010	2021-05-14	North America	Mexico	Yucatan	2021.36438356164
Mexico|YUC-InDRE_FB16579_S3012|EPI_ISL_2559386|B.1.1.519|2021-05-17	EPI_ISL_2559386	YUC-InDRE_FB16579_S3012	2021-05-17	North America	Mexico	Yucatan	2021.37260273973
Mexico|YUC-InDRE_FB16581_S3013|EPI_ISL_2559388|B.1.1.519|2021-05-18	EPI_ISL_2559388	YUC-InDRE_FB16581_S3013	2021-05-18	North America	Mexico	Yucatan	2021.37534246575
Mexico|YUC-InDRE_FB16596_S3017|EPI_ISL_2559395|B.1.1.519|2021-05-19	EPI_ISL_2559395	YUC-InDRE_FB16596_S3017	2021-05-19	North America	Mexico	Yucatan	2021.37808219178
Mexico|YUC-InDRE_FB16622_S3018|EPI_ISL_2559397|B.1.1.519|2021-05-21	EPI_ISL_2559397	YUC-InDRE_FB16622_S3018	2021-05-21	North America	Mexico	Yucatan	2021.38356164384
Mexico|YUC-InDRE_FB16628_S3020|EPI_ISL_2559402|B.1.1.519|2021-05-20	EPI_ISL_2559402	YUC-InDRE_FB16628_S3020	2021-05-20	North America	Mexico	Yucatan	2021.38082191781
Mexico|YUC-InDRE_FB16630_S3022|EPI_ISL_2559406|B.1.1.519|2021-05-20	EPI_ISL_2559406	YUC-InDRE_FB16630_S3022	2021-05-20	North America	Mexico	Yucatan	2021.38082191781
Mexico|YUC-InDRE_FB16631_S3023|EPI_ISL_2559408|B.1.1.519|2021-05-20	EPI_ISL_2559408	YUC-InDRE_FB16631_S3023	2021-05-20	North America	Mexico	Yucatan	2021.38082191781
Mexico|YUC-InDRE_FB16654_S3026|EPI_ISL_2559414|B.1.1.519|2021-05-23	EPI_ISL_2559414	YUC-InDRE_FB16654_S3026	2021-05-23	North America	Mexico	Yucatan	2021.38904109589
Mexico|YUC-InDRE_FB16662_S3027|EPI_ISL_2559416|B.1.1.519|2021-05-24	EPI_ISL_2559416	YUC-InDRE_FB16662_S3027	2021-05-24	North America	Mexico	Yucatan	2021.39178082192
Mexico|YUC-InDRE_FB16675_S3029|EPI_ISL_2559421|B.1.1.519|2021-05-25	EPI_ISL_2559421	YUC-InDRE_FB16675_S3029	2021-05-25	North America	Mexico	Yucatan	2021.39452054795
Mexico|YUC-InDRE_FB16690_S3030|EPI_ISL_2559423|B.1.1.519|2021-05-27	EPI_ISL_2559423	YUC-InDRE_FB16690_S3030	2021-05-27	North America	Mexico	Yucatan	2021.4
Mexico|MIC-InDRE_FB16694_S3033|EPI_ISL_2559429|B.1.1.519|2021-05-17	EPI_ISL_2559429	MIC-InDRE_FB16694_S3033	2021-05-17	North America	Mexico	Michoacan	2021.37260273973
Mexico|MIC-InDRE_FB16696_S3035|EPI_ISL_2559433|B.1.1.519|2021-05-05	EPI_ISL_2559433	MIC-InDRE_FB16696_S3035	2021-05-05	North America	Mexico	Michoacan	2021.3397260274
Mexico|COL-InDRE_FB16787_S3044|EPI_ISL_2559452|B.1.1.519|2021-05-25	EPI_ISL_2559452	COL-InDRE_FB16787_S3044	2021-05-25	North America	Mexico	Colima	2021.39452054795
Mexico|SLP-InDRE_FB16811_S3045|EPI_ISL_2559454|B.1.1.519|2021-05-08	EPI_ISL_2559454	SLP-InDRE_FB16811_S3045	2021-05-08	North America	Mexico	San Luis Potosi	2021.34794520548
Mexico|CMX-InDRE_FD69921_S3047|EPI_ISL_2559458|B.1.1.519|2021-05-18	EPI_ISL_2559458	CMX-InDRE_FD69921_S3047	2021-05-18	North America	Mexico	Mexico City	2021.37534246575
Mexico|CMX-InDRE_FD71321_S3051|EPI_ISL_2559467|B.1.1.519|2021-05-19	EPI_ISL_2559467	CMX-InDRE_FD71321_S3051	2021-05-19	North America	Mexico	Mexico City	2021.37808219178
Mexico|CMX-InDRE_FD72324_S3056|EPI_ISL_2559475|B.1.1.519|2021-05-21	EPI_ISL_2559475	CMX-InDRE_FD72324_S3056	2021-05-21	North America	Mexico	Mexico City	2021.38356164384
Mexico|CMX-InDRE_FD72354_S3057|EPI_ISL_2559477|B.1.1.519|2021-05-22	EPI_ISL_2559477	CMX-InDRE_FD72354_S3057	2021-05-22	North America	Mexico	Mexico City	2021.38630136986
USA|NE-CUMC_21144046|EPI_ISL_2562680|B.1.1.519|2021-03-15	EPI_ISL_2562680	NE-CUMC_21144046	2021-03-15	North America	USA	Nebraska	2021.2
USA|NM-UNM-TC240693|EPI_ISL_2562746|B.1.1.519|2021-04-23	EPI_ISL_2562746	NM-UNM-TC240693	2021-04-23	North America	USA	New Mexico	2021.30684931507
USA|NM-UNM-TC240698|EPI_ISL_2562748|B.1.1.519|2021-04-23	EPI_ISL_2562748	NM-UNM-TC240698	2021-04-23	North America	USA	New Mexico	2021.30684931507
USA|NM-UNM-TC240877|EPI_ISL_2562774|B.1.1.519|2021-05-06	EPI_ISL_2562774	NM-UNM-TC240877	2021-05-06	North America	USA	New Mexico	2021.34246575342
USA|NM-UNM-TC240901|EPI_ISL_2562792|B.1.1.519|2021-05-05	EPI_ISL_2562792	NM-UNM-TC240901	2021-05-05	North America	USA	New Mexico	2021.3397260274
Mexico|BCN-NHRC-OID_843677|EPI_ISL_2566355|B.1.1.519|2021-05-09	EPI_ISL_2566355	BCN-NHRC-OID_843677	2021-05-09	North America	Mexico	Baja California	2021.35068493151
USA|UT-CDC-ASC210107812|EPI_ISL_2687020|B.1.1.519|2021-06-05	EPI_ISL_2687020	UT-CDC-ASC210107812	2021-06-05	North America	USA	Utah	2021.42465753425
USA|UT-CDC-ASC210107921|EPI_ISL_2687078|B.1.1.519|2021-06-07	EPI_ISL_2687078	UT-CDC-ASC210107921	2021-06-07	North America	USA	Utah	2021.4301369863
Mexico|NLE-InDRE_FB16486_S3240|EPI_ISL_2688912|B.1.1.519|2021-05-21	EPI_ISL_2688912	NLE-InDRE_FB16486_S3240	2021-05-21	North America	Mexico	Nuevo Leon	2021.38356164384
Mexico|MOR-InDRE_FB16530_S3243|EPI_ISL_2688915|B.1.1.519|2021-05-26	EPI_ISL_2688915	MOR-InDRE_FB16530_S3243	2021-05-26	North America	Mexico	Morelos	2021.39726027397
Mexico|MOR-InDRE_FB16531_S3244|EPI_ISL_2688916|B.1.1.519|2021-05-26	EPI_ISL_2688916	MOR-InDRE_FB16531_S3244	2021-05-26	North America	Mexico	Morelos	2021.39726027397
Mexico|MOR-InDRE_FB16532_S3245|EPI_ISL_2688917|B.1.1.519|2021-05-26	EPI_ISL_2688917	MOR-InDRE_FB16532_S3245	2021-05-26	North America	Mexico	Morelos	2021.39726027397
Mexico|CMX-InDRE_FB16844_S3247|EPI_ISL_2688919|B.1.1.519|2021-05-18	EPI_ISL_2688919	CMX-InDRE_FB16844_S3247	2021-05-18	North America	Mexico	Mexico City	2021.37534246575
Mexico|CMX-InDRE_FB16859_S3248|EPI_ISL_2688920|B.1.1.519|2021-05-20	EPI_ISL_2688920	CMX-InDRE_FB16859_S3248	2021-05-20	North America	Mexico	Mexico City	2021.38082191781
Mexico|CMX-InDRE_FB16860_S3249|EPI_ISL_2688921|B.1.1.519|2021-05-16	EPI_ISL_2688921	CMX-InDRE_FB16860_S3249	2021-05-16	North America	Mexico	Mexico City	2021.3698630137
Mexico|CMX-InDRE_FB16861_S3250|EPI_ISL_2688922|B.1.1.519|2021-05-19	EPI_ISL_2688922	CMX-InDRE_FB16861_S3250	2021-05-19	North America	Mexico	Mexico City	2021.37808219178
Mexico|CMX-InDRE_FB16862_S3251|EPI_ISL_2688923|B.1.1.519|2021-05-20	EPI_ISL_2688923	CMX-InDRE_FB16862_S3251	2021-05-20	North America	Mexico	Mexico City	2021.38082191781
Mexico|QUE-InDRE_FB16878_S3252|EPI_ISL_2688924|B.1.1.519|2021-06-01	EPI_ISL_2688924	QUE-InDRE_FB16878_S3252	2021-06-01	North America	Mexico	Queretaro	2021.41369863014
Mexico|QUE-InDRE_FB16882_S3253|EPI_ISL_2688925|B.1.1.519|2021-06-04	EPI_ISL_2688925	QUE-InDRE_FB16882_S3253	2021-06-04	North America	Mexico	Queretaro	2021.42191780822
Mexico|CMX-InDRE_FD69867_S3254|EPI_ISL_2688926|B.1.1.519|2021-05-18	EPI_ISL_2688926	CMX-InDRE_FD69867_S3254	2021-05-18	North America	Mexico	Mexico City	2021.37534246575
Mexico|TAB-InDRE_FB16927_S3255|EPI_ISL_2688927|B.1.1.519|2021-06-01	EPI_ISL_2688927	TAB-InDRE_FB16927_S3255	2021-06-01	North America	Mexico	Tabasco	2021.41369863014
Mexico|TAB-InDRE_FB16933_S3256|EPI_ISL_2688928|B.1.1.519|2021-06-02	EPI_ISL_2688928	TAB-InDRE_FB16933_S3256	2021-06-02	North America	Mexico	Tabasco	2021.41643835616
Mexico|TAB-InDRE_FB16935_S3257|EPI_ISL_2688929|B.1.1.519|2021-06-01	EPI_ISL_2688929	TAB-InDRE_FB16935_S3257	2021-06-01	North America	Mexico	Tabasco	2021.41369863014
Mexico|TAB-InDRE_FB16938_S3258|EPI_ISL_2688930|B.1.1.519|2021-06-03	EPI_ISL_2688930	TAB-InDRE_FB16938_S3258	2021-06-03	North America	Mexico	Tabasco	2021.41917808219
Mexico|TAB-InDRE_FB16940_S3259|EPI_ISL_2688931|B.1.1.519|2021-06-03	EPI_ISL_2688931	TAB-InDRE_FB16940_S3259	2021-06-03	North America	Mexico	Tabasco	2021.41917808219
Mexico|TAB-InDRE_FB16941_S3260|EPI_ISL_2688932|B.1.1.519|2021-06-03	EPI_ISL_2688932	TAB-InDRE_FB16941_S3260	2021-06-03	North America	Mexico	Tabasco	2021.41917808219
Mexico|TAB-InDRE_FB16943_S3261|EPI_ISL_2688933|B.1.1.519|2021-06-03	EPI_ISL_2688933	TAB-InDRE_FB16943_S3261	2021-06-03	North America	Mexico	Tabasco	2021.41917808219
Mexico|TAB-InDRE_FB17015_S3262|EPI_ISL_2688934|B.1.1.519|2021-06-04	EPI_ISL_2688934	TAB-InDRE_FB17015_S3262	2021-06-04	North America	Mexico	Tabasco	2021.42191780822
Mexico|TAB-InDRE_FB17016_S3263|EPI_ISL_2688935|B.1.1.519|2021-06-04	EPI_ISL_2688935	TAB-InDRE_FB17016_S3263	2021-06-04	North America	Mexico	Tabasco	2021.42191780822
Mexico|TAB-InDRE_FB17017_S3264|EPI_ISL_2688936|B.1.1.519|2021-06-04	EPI_ISL_2688936	TAB-InDRE_FB17017_S3264	2021-06-04	North America	Mexico	Tabasco	2021.42191780822
Mexico|TAB-InDRE_FB17019_S3265|EPI_ISL_2688937|B.1.1.519|2021-06-05	EPI_ISL_2688937	TAB-InDRE_FB17019_S3265	2021-06-05	North America	Mexico	Tabasco	2021.42465753425
Mexico|TAB-InDRE_FB17021_S3266|EPI_ISL_2688938|B.1.1.519|2021-06-05	EPI_ISL_2688938	TAB-InDRE_FB17021_S3266	2021-06-05	North America	Mexico	Tabasco	2021.42465753425
Mexico|TAB-InDRE_FB17022_S3267|EPI_ISL_2688939|B.1.1.519|2021-06-05	EPI_ISL_2688939	TAB-InDRE_FB17022_S3267	2021-06-05	North America	Mexico	Tabasco	2021.42465753425
Mexico|TAB-InDRE_FB17023_S3268|EPI_ISL_2688940|B.1.1.519|2021-06-05	EPI_ISL_2688940	TAB-InDRE_FB17023_S3268	2021-06-05	North America	Mexico	Tabasco	2021.42465753425
Mexico|TAB-InDRE_FB17035_S3269|EPI_ISL_2688941|B.1.1.519|2021-06-07	EPI_ISL_2688941	TAB-InDRE_FB17035_S3269	2021-06-07	North America	Mexico	Tabasco	2021.4301369863
Mexico|TAB-InDRE_FB17041_S3270|EPI_ISL_2688942|B.1.1.519|2021-06-07	EPI_ISL_2688942	TAB-InDRE_FB17041_S3270	2021-06-07	North America	Mexico	Tabasco	2021.4301369863
Mexico|MIC-InDRE_FB17049_S3271|EPI_ISL_2688943|B.1.1.519|2021-05-18	EPI_ISL_2688943	MIC-InDRE_FB17049_S3271	2021-05-18	North America	Mexico	Michoacan	2021.37534246575
Mexico|MIC-InDRE_FB17056_S3274|EPI_ISL_2688946|B.1.1.519|2021-06-01	EPI_ISL_2688946	MIC-InDRE_FB17056_S3274	2021-06-01	North America	Mexico	Michoacan	2021.41369863014
Mexico|MIC-InDRE_FB17057_S3275|EPI_ISL_2688947|B.1.1.519|2021-06-02	EPI_ISL_2688947	MIC-InDRE_FB17057_S3275	2021-06-02	North America	Mexico	Michoacan	2021.41643835616
Mexico|TAB-InDRE_FB17029_S3276|EPI_ISL_2688948|B.1.1.519|2021-06-06	EPI_ISL_2688948	TAB-InDRE_FB17029_S3276	2021-06-06	North America	Mexico	Tabasco	2021.42739726027
Mexico|TAB-InDRE_FB17195_S3277|EPI_ISL_2688949|B.1.1.519|2021-06-07	EPI_ISL_2688949	TAB-InDRE_FB17195_S3277	2021-06-07	North America	Mexico	Tabasco	2021.4301369863
Mexico|TAB-InDRE_FB17196_S3278|EPI_ISL_2688950|B.1.1.519|2021-06-08	EPI_ISL_2688950	TAB-InDRE_FB17196_S3278	2021-06-08	North America	Mexico	Tabasco	2021.43287671233
Mexico|TAB-InDRE_FB17197_S3279|EPI_ISL_2688951|B.1.1.519|2021-06-08	EPI_ISL_2688951	TAB-InDRE_FB17197_S3279	2021-06-08	North America	Mexico	Tabasco	2021.43287671233
Mexico|TAB-InDRE_FB17199_S3281|EPI_ISL_2688953|B.1.1.519|2021-06-08	EPI_ISL_2688953	TAB-InDRE_FB17199_S3281	2021-06-08	North America	Mexico	Tabasco	2021.43287671233
Mexico|TAB-InDRE_FB17200_S3282|EPI_ISL_2688954|B.1.1.519|2021-06-08	EPI_ISL_2688954	TAB-InDRE_FB17200_S3282	2021-06-08	North America	Mexico	Tabasco	2021.43287671233
Mexico|TAB-InDRE_FB17027_S3283|EPI_ISL_2688955|B.1.1.519|2021-06-06	EPI_ISL_2688955	TAB-InDRE_FB17027_S3283	2021-06-06	North America	Mexico	Tabasco	2021.42739726027
Mexico|TAB-InDRE_FB17028_S3284|EPI_ISL_2688956|B.1.1.519|2021-06-06	EPI_ISL_2688956	TAB-InDRE_FB17028_S3284	2021-06-06	North America	Mexico	Tabasco	2021.42739726027
Mexico|CHH-InDRE_FB14903_S3285|EPI_ISL_2688957|B.1.1.519|2021-05-04	EPI_ISL_2688957	CHH-InDRE_FB14903_S3285	2021-05-04	North America	Mexico	Chihuahua	2021.33698630137
Mexico|MEX-InDRE_FD71475_S3287|EPI_ISL_2688959|B.1.1.519|2021-05-19	EPI_ISL_2688959	MEX-InDRE_FD71475_S3287	2021-05-19	North America	Mexico	State of Mexico	2021.37808219178
Mexico|CMX-InDRE_FD71539_S3289|EPI_ISL_2688961|B.1.1.519|2021-05-20	EPI_ISL_2688961	CMX-InDRE_FD71539_S3289	2021-05-20	North America	Mexico	Mexico City	2021.38082191781
Mexico|CMX-InDRE_FD70507_S3291|EPI_ISL_2688963|B.1.1.519|2021-05-19	EPI_ISL_2688963	CMX-InDRE_FD70507_S3291	2021-05-19	North America	Mexico	Mexico City	2021.37808219178
